gs_name,gene_symbol,EnsemblID
Tpm_only,Tbcc,ENSMUSG00000036430
Tpm_only,Thap11,ENSMUSG00000036442
Tpm_only,Sbf1,ENSMUSG00000036529
Tpm_only,Lin37,ENSMUSG00000036845
Tpm_only,Slc12a9,ENSMUSG00000037344
Tpm_only,Ahdc1,ENSMUSG00000037692
Tpm_only,Ankrd9,ENSMUSG00000037904
Tpm_only,Hoxb4,ENSMUSG00000038692
Tpm_only,Fanci,ENSMUSG00000039187
Tpm_only,Gpatch2,ENSMUSG00000039210
Tpm_only,Cep104,ENSMUSG00000039523
Tpm_only,Trim41,ENSMUSG00000040365
Tpm_only,Cox6a1,ENSMUSG00000041697
Tpm_only,Mkl1,ENSMUSG00000042292
Tpm_only,Nfkbil1,ENSMUSG00000042419
Tpm_only,Loh12cr1,ENSMUSG00000042992
Tpm_only,Hic1,ENSMUSG00000043099
Tpm_only,Uqcrq,ENSMUSG00000044894
Tpm_only,2310047M10Rik,ENSMUSG00000045176
Tpm_only,Ptprcap,ENSMUSG00000045826
Tpm_only,Eif4g1,ENSMUSG00000045983
Tpm_only,Ankle1,ENSMUSG00000046295
Tpm_only,Lrrc4b,ENSMUSG00000047085
Tpm_only,Rexo1,ENSMUSG00000047417
Tpm_only,Trpt1,ENSMUSG00000047656
Tpm_only,Ppp1r2,ENSMUSG00000047714
Tpm_only,Gm8181,ENSMUSG00000048188
Tpm_only,Tprn,ENSMUSG00000048707
Tpm_only,Hexim1,ENSMUSG00000048878
Tpm_only,Zbtb45,ENSMUSG00000049600
Tpm_only,Gm9840,ENSMUSG00000049832
Tpm_only,H2afx,ENSMUSG00000049932
Tpm_only,Eva1b,ENSMUSG00000050212
Tpm_only,B230217C12Rik,ENSMUSG00000050538
Tpm_only,Ubald2,ENSMUSG00000050628
Tpm_only,Pcbp1,ENSMUSG00000051695
Tpm_only,Zfp622,ENSMUSG00000052253
Tpm_only,Gpr25,ENSMUSG00000052759
Tpm_only,Atad2b,ENSMUSG00000052812
Tpm_only,Styx,ENSMUSG00000053205
Tpm_only,Rab4b,ENSMUSG00000053291
Tpm_only,Sec61b,ENSMUSG00000053317
Tpm_only,Commd5,ENSMUSG00000055041
Tpm_only,Cgrrf1,ENSMUSG00000055128
Tpm_only,Ier5,ENSMUSG00000056708
Tpm_only,Capn11,ENSMUSG00000058626
Tpm_only,Zc3h4,ENSMUSG00000059273
Tpm_only,Gm20563,ENSMUSG00000059511
Tpm_only,Hist1h4i,ENSMUSG00000060639
Tpm_only,Dnajc30,ENSMUSG00000061118
Tpm_only,Hist1h2bk,ENSMUSG00000062727
Tpm_only,l7Rn6,ENSMUSG00000062797
Tpm_only,Hist1h2bh,ENSMUSG00000064168
Tpm_only,Gm22973,ENSMUSG00000065232
Tpm_only,Dhrs3,ENSMUSG00000066026
Tpm_only,Zfyve26,ENSMUSG00000066440
Tpm_only,Fbxl18,ENSMUSG00000066640
Tpm_only,Gm14648,ENSMUSG00000068014
Tpm_only,Hist1h3c,ENSMUSG00000069310
Tpm_only,Mesdc1,ENSMUSG00000070462
Tpm_only,Chchd2,ENSMUSG00000070493
Tpm_only,2410004P03Rik,ENSMUSG00000071398
Tpm_only,Hnrnpul2,ENSMUSG00000071659
Tpm_only,Gm10676,ENSMUSG00000074355
Tpm_only,Gm5380,ENSMUSG00000081255
Tpm_only,Gm13509,ENSMUSG00000081272
Tpm_only,3010003L21Rik,ENSMUSG00000085355
Tpm_only,Gm7846,ENSMUSG00000086240
Tpm_only,Gm12596,ENSMUSG00000086952
Tpm_only,Gm11714,ENSMUSG00000087113
Tpm_only,Gm15892,ENSMUSG00000087373
Tpm_only,2810001G20Rik,ENSMUSG00000087497
Tpm_only,Flt3l,ENSMUSG00000089989
Tpm_only,Gm6395,ENSMUSG00000091905
Tpm_only,Gm20708,ENSMUSG00000093485
Tpm_only,Hist1h2ap,ENSMUSG00000094777
Tpm_only,Gm26546,ENSMUSG00000096945
Tpm_only,B230208H11Rik,ENSMUSG00000097378
Tpm_only,A330009N23Rik,ENSMUSG00000097915
Tpm_only,Rnf113a2,ENSMUSG00000098134
Tpm_only,Hist1h3i,ENSMUSG00000101972
Tpm_only,Gm37718,ENSMUSG00000102243
Tpm_only,Gm38319,ENSMUSG00000102982
Tpm_only,Gm4430,ENSMUSG00000103009
Tpm_only,RP24-503L4.4,ENSMUSG00000106251
